,Date,Close-Last,Volume,Open,High,Low
0,11-08-2022,186.57,441859,187.26,187.98,185.94
1,10-08-2022,186.6,667469,185.28,187.27,185.04
2,09-08-2022,183.17,449929,182.39,183.5,182.01
3,08-08-2022,182.85,343781,182.09,183.96,181.75
4,05-08-2022,182.07,487097,181.51,182.81,180.42
5,04-08-2022,182.79,653769,180.73,183.12,180.65
6,03-08-2022,180.17,620148,179.08,180.72,178.38
7,02-08-2022,178.69,667811,178.17,179.71,177.19
8,01-08-2022,178.86,634200,179.28,180.8,178.29
9,29-07-2022,180.9,752576,179.17,181.34,178.68
10,28-07-2022,179.42,1076430,174.41,180.26,173.92
11,27-07-2022,173.99,848036,173.98,175.0,172.82
12,26-07-2022,173.01,1107081,170.88,173.27,170.0
13,25-07-2022,172.0,994844,172.74,173.99,170.78
14,22-07-2022,172.6,1382953,174.07,174.9,171.48
15,21-07-2022,174.0,1239982,169.6,174.05,168.43
16,20-07-2022,169.04,1643956,162.53,169.99,162.5
17,19-07-2022,159.32,735680,156.47,159.85,155.95
18,18-07-2022,154.78,687121,157.76,158.46,154.29
19,15-07-2022,157.07,643022,154.3,157.09,154.3
20,14-07-2022,153.52,629173,152.32,154.01,151.54
21,13-07-2022,154.34,531413,152.37,155.26,152.32
22,12-07-2022,154.77,1194493,157.78,159.97,154.32
23,11-07-2022,157.63,660606,156.03,158.3,155.42
24,08-07-2022,156.56,701905,156.46,157.48,155.38
25,07-07-2022,156.7,719604,156.52,157.9,155.79
26,06-07-2022,156.79,911241,158.21,159.92,156.49
27,05-07-2022,157.49,803043,155.01,157.74,153.6
28,01-07-2022,155.59,882281,152.31,156.13,151.99
29,30-06-2022,152.54,785966,151.55,154.04,150.99
30,29-06-2022,153.06,774094,154.55,155.02,151.89
31,28-06-2022,154.66,644371,157.93,159.34,154.56
32,27-06-2022,157.93,749059,159.81,159.97,157.51
33,24-06-2022,159.28,1588053,159.12,160.0,157.83
34,23-06-2022,158.26,1538917,154.73,158.63,154.24
35,22-06-2022,153.61,932803,151.4,154.97,150.0
36,21-06-2022,152.63,1058715,150.0,153.56,150.0
37,17-06-2022,148.85,2347718,148.42,150.57,147.6
38,16-06-2022,148.55,1177098,147.93,149.34,146.26
39,15-06-2022,149.92,1053836,146.33,151.61,146.24
40,14-06-2022,145.87,1595863,147.15,147.22,144.18
41,13-06-2022,146.86,1232258,146.76,148.44,144.87
42,10-06-2022,150.19,1240794,151.31,151.91,148.75
43,09-06-2022,152.75,806605,153.24,154.72,152.51
44,08-06-2022,153.91,725069,154.19,156.32,153.31
45,07-06-2022,154.76,556134,152.86,154.8,152.39
46,06-06-2022,154.11,676090,155.23,156.74,153.56
47,03-06-2022,154.07,582699,154.1,154.48,152.73
48,02-06-2022,154.81,891468,152.61,154.82,151.41
49,01-06-2022,152.27,582028,155.44,156.39,152.18
50,31-05-2022,155.26,1636256,154.29,156.37,153.98
51,27-05-2022,155.64,930050,152.52,155.69,151.18
52,26-05-2022,150.93,790243,148.21,151.55,147.51
53,25-05-2022,147.5,879871,146.22,148.39,145.7
54,24-05-2022,146.63,779609,146.43,147.27,144.1
55,23-05-2022,147.71,828208,147.45,148.44,145.72
56,20-05-2022,146.13,1985594,144.26,146.34,143.54
57,19-05-2022,143.08,1105108,140.9,143.77,140.31
58,18-05-2022,142.09,722190,147.86,147.86,141.63
59,17-05-2022,148.79,967512,148.64,149.26,147.33
60,16-05-2022,146.13,651595,147.3,147.68,145.51
61,13-05-2022,147.49,855264,145.27,148.52,145.27
62,12-05-2022,144.33,788146,142.6,145.27,141.22
63,11-05-2022,143.23,999396,145.04,147.34,143.13
64,10-05-2022,145.78,1121841,148.58,149.87,144.21
65,09-05-2022,146.18,736437,150.59,150.65,145.7
66,06-05-2022,152.29,675122,153.92,154.22,150.57
67,05-05-2022,154.9,851539,158.84,159.78,153.54
68,04-05-2022,160.1,1454291,157.8,160.4,156.35
69,03-05-2022,157.84,772902,156.16,158.83,156.1
70,02-05-2022,156.69,921605,157.25,158.78,153.34
71,29-04-2022,157.37,926035,161.73,162.08,157.06
72,28-04-2022,162.55,1340544,160.61,163.24,159.43
73,27-04-2022,160.05,2080497,161.33,163.44,159.85
74,26-04-2022,161.67,899987,166.6,167.08,161.6
75,25-04-2022,166.64,1177848,166.01,167.39,164.7
76,22-04-2022,166.85,830410,169.19,170.18,166.76
77,21-04-2022,169.44,1041312,173.11,173.62,168.7
78,20-04-2022,172.81,1261281,179.5,179.5,171.73
79,19-04-2022,181.04,630569,177.79,181.2,177.79
80,18-04-2022,178.34,453449,177.53,178.84,176.65
81,14-04-2022,178.55,426551,181.71,182.37,178.43
82,13-04-2022,181.39,396769,180.48,181.8,179.0
83,12-04-2022,180.06,668253,183.1,184.29,179.2
84,11-04-2022,182.33,818394,182.38,183.23,179.19
85,08-04-2022,183.42,576615,183.94,184.47,182.31
86,07-04-2022,183.0,659214,182.85,183.86,181.63
87,06-04-2022,183.58,883512,180.4,184.17,179.57
88,05-04-2022,182.04,842706,181.92,184.69,181.72
89,04-04-2022,182.36,874136,182.23,183.35,181.0
90,01-04-2022,181.92,636814,179.82,182.08,178.16
91,31-03-2022,178.2,1079161,182.6,183.88,177.88
92,30-03-2022,181.88,826064,180.96,182.8,180.2
93,29-03-2022,181.32,770717,178.74,182.1,178.72
94,28-03-2022,177.54,440872,175.03,177.64,175.02
95,25-03-2022,175.28,463664,175.31,176.02,174.2
96,24-03-2022,174.63,335892,174.67,175.29,173.35
97,23-03-2022,174.14,496134,177.15,177.15,174.03
98,22-03-2022,177.51,687978,178.0,178.43,175.94
99,21-03-2022,177.64,523891,179.23,179.46,176.65
100,18-03-2022,179.23,949600,176.64,179.92,176.19
101,17-03-2022,176.1,512882,173.3,176.15,172.9
102,16-03-2022,173.32,585845,170.78,174.1,169.42
103,15-03-2022,169.58,706802,167.88,170.04,166.97
104,14-03-2022,166.58,1062952,166.09,167.77,165.22
105,11-03-2022,164.87,706201,168.06,168.46,164.82
106,10-03-2022,166.48,879178,166.36,167.3,162.58
107,09-03-2022,168.67,891504,168.41,169.71,166.55
108,08-03-2022,165.0,1582205,167.26,168.93,162.44
109,07-03-2022,168.37,1221038,171.32,172.0,168.07
110,04-03-2022,171.53,1139326,171.48,171.68,169.12
111,03-03-2022,172.48,577781,173.29,173.71,171.09
112,02-03-2022,172.07,774032,171.37,173.73,170.48
113,01-03-2022,169.99,773602,170.99,172.13,168.96
114,28-02-2022,171.15,1089100,170.62,172.76,169.59
115,25-02-2022,172.72,954572,170.86,173.21,170.45
116,24-02-2022,170.19,1201805,161.31,170.96,161.0
117,23-02-2022,168.19,875474,170.17,171.61,167.62
118,22-02-2022,168.97,1060734,168.52,171.76,168.33
119,18-02-2022,171.54,1563820,171.82,173.22,170.18
120,17-02-2022,171.88,722234,173.87,174.13,171.62
121,16-02-2022,174.66,678104,174.47,175.53,173.23
122,15-02-2022,175.04,785786,174.98,176.34,174.25
123,14-02-2022,171.93,952741,172.64,173.59,170.75
124,11-02-2022,172.37,1101578,177.19,177.59,171.88
125,10-02-2022,177.18,858046,176.49,180.61,175.68
126,09-02-2022,179.65,989084,180.09,182.71,178.2
127,08-02-2022,177.86,727363,177.77,178.52,174.68
128,07-02-2022,178.59,891562,180.66,181.0,178.0
129,04-02-2022,178.62,820031,177.74,180.86,177.26
130,03-02-2022,178.03,641566,180.22,181.0,177.86
131,02-02-2022,182.38,822007,180.78,182.76,180.57
132,01-02-2022,180.13,898654,179.77,180.75,177.94
133,31-01-2022,179.21,1006646,175.34,179.68,175.0
134,28-01-2022,174.66,1021862,172.31,174.78,169.73
135,27-01-2022,172.31,1650567,174.78,176.23,170.56
136,26-01-2022,169.5,1683341,176.54,177.18,166.81
137,25-01-2022,174.98,1401386,173.22,176.57,171.65
138,24-01-2022,176.33,1720152,174.38,176.59,167.5
139,21-01-2022,176.92,1407436,179.03,180.65,176.35
140,20-01-2022,179.97,1021193,181.58,185.0,179.64
141,19-01-2022,181.11,1540632,184.21,185.0,180.89
142,18-01-2022,183.78,1418921,183.47,185.08,182.21
143,14-01-2022,186.14,1648943,185.67,186.69,183.33
144,13-01-2022,187.22,1368742,193.35,194.17,186.75
145,12-01-2022,193.24,549591,193.44,194.79,192.62
146,11-01-2022,192.56,768368,189.46,192.73,186.85
147,10-01-2022,189.12,1776849,191.84,192.95,185.86
148,07-01-2022,193.51,763513,194.31,195.0,191.04
149,06-01-2022,195.46,1048648,194.57,195.8,191.23
150,05-01-2022,195.02,1187707,198.01,198.63,194.91
151,04-01-2022,197.39,1342234,200.11,201.84,195.51
152,03-01-2022,202.46,1063798,210.87,210.87,200.72
153,31-12-2021,210.01,389606,209.0,211.34,208.6
154,30-12-2021,209.11,332926,210.04,211.41,208.81
155,29-12-2021,209.97,270672,210.27,211.66,209.66
156,28-12-2021,209.73,389466,209.71,210.69,208.99
157,27-12-2021,208.98,659609,206.3,209.0,205.84
158,23-12-2021,205.42,593604,205.0,206.73,204.5
159,22-12-2021,204.2,597364,202.26,204.35,201.46
160,21-12-2021,202.24,426928,200.08,202.42,199.6
161,20-12-2021,198.5,506658,198.41,199.63,195.76
162,17-12-2021,201.07,906451,202.7,203.42,199.75
163,16-12-2021,203.65,1013481,203.93,206.65,202.8
164,15-12-2021,202.03,839803,200.44,202.09,198.7
165,14-12-2021,199.73,1056559,203.44,204.35,197.62
166,13-12-2021,205.48,620068,206.18,207.3,204.21
167,10-12-2021,205.78,380523,206.21,206.21,203.02
168,09-12-2021,204.14,384738,207.29,207.65,204.06
169,08-12-2021,207.39,515415,206.0,207.69,204.46
170,07-12-2021,205.55,834414,201.33,205.85,200.1
171,06-12-2021,197.98,1025438,200.7,200.97,196.04
172,03-12-2021,200.12,882785,203.08,203.91,196.15
173,02-12-2021,201.23,940800,200.02,203.08,198.1
174,01-12-2021,199.03,871594,205.78,205.81,198.89
175,30-11-2021,203.23,1157526,207.73,208.98,202.7
176,29-11-2021,209.08,899684,206.67,210.35,205.81
177,26-11-2021,203.68,565579,205.83,207.78,203.04
178,24-11-2021,208.6,600025,206.26,208.79,205.73
179,23-11-2021,207.91,500644,207.61,208.34,204.03
180,22-11-2021,207.69,556267,208.48,210.46,207.49
181,19-11-2021,207.77,577251,209.01,209.41,207.34
182,18-11-2021,208.7,544613,211.14,211.4,208.02
183,17-11-2021,209.94,708975,212.75,213.27,208.62
184,16-11-2021,211.97,484893,209.56,213.65,209.0
185,15-11-2021,209.73,518456,209.1,211.34,208.81
186,12-11-2021,208.42,1287317,207.61,209.27,204.48
187,11-11-2021,206.2,972114,208.15,208.79,205.63
188,10-11-2021,207.38,646917,210.15,210.81,206.46
189,09-11-2021,210.81,643445,212.15,212.62,210.1
190,08-11-2021,211.69,566063,214.1,214.22,209.54
191,05-11-2021,212.83,575183,213.42,214.96,211.89
192,04-11-2021,212.27,505057,211.35,212.8,209.78
193,03-11-2021,209.48,714390,210.59,211.83,206.82
194,02-11-2021,211.22,773773,210.27,213.47,209.28
195,01-11-2021,209.9,724470,211.03,211.66,206.64
196,29-10-2021,209.87,675951,206.64,210.66,206.14
197,28-10-2021,207.01,653284,202.2,207.02,202.13
198,27-10-2021,202.39,671953,201.05,203.83,200.0
199,26-10-2021,201.48,835660,202.31,204.31,200.04
200,25-10-2021,201.5,640418,201.44,201.77,197.89
201,22-10-2021,201.72,622693,199.34,201.94,199.33
202,21-10-2021,198.86,1284541,198.93,201.95,196.66
203,20-10-2021,199.16,2420287,208.68,209.8,196.75
204,19-10-2021,208.86,938368,204.01,208.86,204.0
205,18-10-2021,203.49,699506,202.82,204.52,201.83
206,15-10-2021,203.02,761757,201.42,203.42,200.33
207,14-10-2021,200.64,700805,199.11,201.22,198.89
208,13-10-2021,197.42,788344,197.68,198.84,195.15
209,12-10-2021,197.48,748766,198.42,198.9,196.19
210,11-10-2021,197.68,869271,196.59,202.5,196.26
211,08-10-2021,197.4,535754,198.0,199.15,196.53
212,07-10-2021,197.91,625168,196.0,199.09,196.0
213,06-10-2021,194.64,949082,193.99,195.9,192.3
214,05-10-2021,195.26,1054187,189.57,195.58,189.26
215,04-10-2021,188.97,1067424,193.48,195.33,188.74
216,01-10-2021,193.73,797960,194.12,194.75,190.66
217,30-09-2021,193.02,1062734,195.1,197.33,192.92
218,29-09-2021,193.99,873981,191.93,194.41,190.92
219,28-09-2021,190.96,1309962,193.83,194.33,189.38
220,27-09-2021,195.78,896540,196.64,196.64,194.52
221,24-09-2021,196.78,662580,194.91,197.13,194.39
222,23-09-2021,195.58,745819,195.42,196.73,195.26
223,22-09-2021,194.5,661279,193.73,194.7,192.05
224,21-09-2021,191.9,491598,192.46,192.72,191.22
225,20-09-2021,190.98,769160,189.67,192.11,188.51
226,17-09-2021,192.9,1263426,194.86,194.91,191.0
227,16-09-2021,195.43,409867,196.0,196.46,194.56
228,15-09-2021,195.84,468199,195.59,197.14,194.5
229,14-09-2021,195.55,464679,194.58,196.57,194.58
230,13-09-2021,194.32,547525,196.65,198.0,192.97
231,10-09-2021,196.04,567424,198.64,198.79,195.96
232,09-09-2021,197.94,520636,197.86,199.88,197.52
233,08-09-2021,198.43,411612,196.3,198.62,196.3
234,07-09-2021,196.47,568233,199.69,199.69,195.06
235,03-09-2021,198.53,490843,198.05,199.67,197.82
236,02-09-2021,197.91,599402,198.51,198.93,196.04
237,01-09-2021,197.96,575328,196.58,198.39,194.57
238,31-08-2021,195.78,795216,194.65,196.19,193.97
239,30-08-2021,194.1,395468,194.36,195.68,193.59
240,27-08-2021,193.48,359589,191.21,193.51,191.21
241,26-08-2021,191.17,425344,191.3,191.81,189.97
242,25-08-2021,191.63,370528,190.91,192.09,190.04
243,24-08-2021,190.86,367667,191.36,192.0,190.74
244,23-08-2021,190.54,511465,189.29,191.61,189.29
245,20-08-2021,188.67,533121,188.54,189.77,187.3
246,19-08-2021,188.02,725432,184.51,189.47,183.41
247,18-08-2021,186.89,807296,190.19,190.19,186.75
248,17-08-2021,189.99,747089,191.73,191.84,189.49
249,16-08-2021,192.17,392591,191.3,192.28,190.01
250,13-08-2021,190.99,310941,190.2,191.47,190.0
251,12-08-2021,190.09,455385,189.92,190.87,187.81
252,11-08-2021,189.32,414158,189.33,190.39,188.69
253,10-08-2021,188.86,583851,188.78,190.05,187.68
254,09-08-2021,188.68,550341,188.82,189.03,187.86
255,06-08-2021,188.72,526188,189.34,190.31,187.56
256,05-08-2021,188.68,675065,190.0,190.69,187.51
257,04-08-2021,189.36,728899,188.13,190.45,187.66
258,03-08-2021,188.67,607076,189.19,189.54,187.72
259,02-08-2021,188.43,553902,188.3,188.94,187.03
260,30-07-2021,186.73,616465,186.55,188.15,185.79
261,29-07-2021,186.68,564935,185.89,187.53,184.55
262,28-07-2021,185.53,594985,185.77,186.06,184.15
263,27-07-2021,185.69,663120,185.93,188.08,185.24
264,26-07-2021,186.58,681894,187.11,187.55,184.45
265,23-07-2021,187.76,735420,186.09,188.48,185.67
266,22-07-2021,185.34,1027537,187.56,188.21,185.13
267,21-07-2021,186.28,1295891,181.34,187.03,181.34
268,20-07-2021,180.9,1128001,177.77,182.72,176.62
269,19-07-2021,177.15,926079,177.69,178.63,175.93
270,16-07-2021,178.55,917660,178.49,180.23,178.08
271,15-07-2021,178.65,649752,177.75,179.5,177.23
272,14-07-2021,178.08,710319,179.37,179.37,176.25
273,13-07-2021,179.09,890344,180.11,181.0,178.37
274,12-07-2021,179.65,1147729,175.78,180.99,175.78
275,09-07-2021,175.77,510481,174.41,175.91,174.24
276,08-07-2021,174.08,646764,174.36,175.37,173.57
277,07-07-2021,176.16,714576,177.06,177.25,175.27
278,06-07-2021,176.36,674310,178.28,178.41,175.69
279,02-07-2021,177.88,969003,176.5,178.05,175.94
280,01-07-2021,176.03,1123504,177.89,177.89,175.8
281,30-06-2021,175.8,1164149,176.55,176.71,175.18
282,29-06-2021,176.85,662879,177.68,178.3,176.65
283,28-06-2021,177.11,980804,178.51,178.71,176.98
284,25-06-2021,178.07,789506,178.59,178.93,177.18
285,24-06-2021,177.8,867183,178.9,179.3,177.35
286,23-06-2021,177.96,947836,179.0,179.63,177.61
287,22-06-2021,178.7,666161,178.93,179.74,178.26
288,21-06-2021,178.78,1045310,176.82,179.28,175.89
289,18-06-2021,175.8,1787809,178.25,178.8,175.26
290,17-06-2021,179.79,1147581,178.09,180.53,176.65
291,16-06-2021,177.35,965672,176.24,178.38,175.72
292,15-06-2021,176.29,665820,175.6,177.55,175.07
293,14-06-2021,175.16,684357,172.49,175.17,171.51
294,11-06-2021,172.95,834727,170.26,173.03,169.94
295,10-06-2021,168.36,560326,169.56,169.56,168.08
296,09-06-2021,169.12,557615,169.41,169.54,168.43
297,08-06-2021,168.96,637680,169.45,170.35,168.79
298,07-06-2021,168.9,580932,170.91,171.0,168.63
299,04-06-2021,170.23,565893,168.68,170.4,167.61
300,03-06-2021,168.06,794051,166.89,168.75,166.24
301,02-06-2021,166.84,941172,165.59,167.34,165.0
302,01-06-2021,164.45,646420,168.2,168.66,164.27
303,28-05-2021,167.46,468943,167.15,167.85,166.11
304,27-05-2021,165.98,723462,165.71,166.19,164.93
305,26-05-2021,165.45,454240,164.67,166.38,164.63
306,25-05-2021,164.31,488412,165.61,166.16,163.81
307,24-05-2021,164.92,403389,164.34,166.01,164.34
308,21-05-2021,163.87,1349840,162.9,164.84,162.88
309,20-05-2021,163.46,415667,161.51,164.53,161.25
310,19-05-2021,160.94,648805,160.24,161.18,159.44
311,18-05-2021,161.94,524175,164.11,164.53,161.87
312,17-05-2021,163.75,495506,164.2,164.87,163.11
313,14-05-2021,164.36,698063,161.71,164.94,161.38
314,13-05-2021,160.9,459554,158.76,161.82,158.76
315,12-05-2021,158.36,1119383,158.87,160.41,156.72
316,11-05-2021,159.73,817210,161.31,161.86,159.12
317,10-05-2021,163.53,622605,165.75,166.79,163.43
318,07-05-2021,164.56,492839,163.85,164.92,163.48
319,06-05-2021,163.58,615080,164.03,164.03,162.13
320,05-05-2021,163.55,777933,163.97,164.25,162.23
321,04-05-2021,163.54,987974,162.51,163.66,159.81
322,03-05-2021,162.49,634345,162.08,163.62,161.02
323,30-04-2021,161.54,514321,161.57,162.32,160.48
324,29-04-2021,161.89,575581,160.82,161.99,159.4
325,28-04-2021,159.65,635536,161.17,161.47,158.71
326,27-04-2021,160.8,663285,159.79,160.87,158.7
327,26-04-2021,160.03,553235,162.81,162.84,159.58
328,23-04-2021,162.47,680033,160.21,163.27,159.56
329,22-04-2021,159.72,642512,160.39,162.34,159.28
330,21-04-2021,159.32,1111095,160.43,161.99,157.09
331,20-04-2021,159.68,1011575,158.92,161.27,158.82
332,19-04-2021,158.63,821741,159.87,159.9,157.46
333,16-04-2021,160.17,1012605,160.92,161.51,159.63
334,15-04-2021,160.05,658852,157.73,161.13,157.73
335,14-04-2021,157.44,552395,156.92,158.72,156.77
336,13-04-2021,157.93,530122,156.39,158.03,155.77
337,12-04-2021,156.09,591369,156.38,157.24,155.69
338,09-04-2021,156.1,588579,154.21,156.36,153.81
339,08-04-2021,153.52,737668,151.89,153.72,151.55
340,07-04-2021,150.78,680288,152.62,152.69,150.06
341,06-04-2021,152.66,483018,151.77,152.98,151.34
342,05-04-2021,152.1,732488,151.0,152.4,150.71
343,01-04-2021,150.85,654806,148.17,151.52,147.69
344,31-03-2021,147.46,888585,147.29,149.18,147.01
345,30-03-2021,147.45,706200,150.61,150.86,147.14
346,29-03-2021,150.84,518716,149.83,151.46,149.15
347,26-03-2021,150.72,620425,146.67,150.8,146.33
348,25-03-2021,146.57,678718,147.52,147.52,145.52
349,24-03-2021,147.33,643395,147.72,148.61,146.78
350,23-03-2021,147.57,1298328,145.85,148.95,145.85
351,22-03-2021,147.12,1218177,145.74,148.19,144.76
352,19-03-2021,145.74,2189654,145.0,146.83,143.79
353,18-03-2021,144.94,1821904,144.06,145.89,142.87
354,17-03-2021,144.02,1687555,144.96,145.77,142.35
355,16-03-2021,145.47,899827,146.06,147.08,144.48
356,15-03-2021,145.99,530884,144.29,146.06,143.1
357,12-03-2021,144.42,463765,144.56,145.09,143.07
358,11-03-2021,144.1,714509,144.9,144.9,142.75
359,10-03-2021,144.55,738575,147.08,147.31,144.44
360,09-03-2021,146.65,1113875,144.86,149.54,144.86
361,08-03-2021,144.99,1741691,144.89,147.52,143.86
362,05-03-2021,144.7,1198607,139.05,145.11,138.5
363,04-03-2021,138.0,1184138,137.63,140.15,135.57
364,03-03-2021,136.71,620873,140.1,140.95,136.55
365,02-03-2021,140.64,619327,141.58,142.21,139.14
366,01-03-2021,141.87,695534,139.68,142.85,139.4
367,26-02-2021,138.29,939465,140.45,140.98,137.8
368,25-02-2021,140.32,646100,142.08,143.55,140.18
369,24-02-2021,141.99,608916,139.81,142.22,138.42
370,23-02-2021,140.34,990100,141.11,141.39,138.86
371,22-02-2021,141.62,910072,143.44,143.44,140.01
372,19-02-2021,144.43,669151,145.19,145.83,144.3
373,18-02-2021,144.88,709647,144.28,145.47,143.63
374,17-02-2021,144.69,778521,143.22,145.11,143.0
375,16-02-2021,143.99,849898,143.05,144.19,141.39
376,12-02-2021,141.99,484922,142.51,143.54,141.83
377,11-02-2021,142.37,466100,143.04,143.24,141.6
378,10-02-2021,142.47,525087,144.0,144.39,141.14
379,09-02-2021,143.13,420634,142.64,143.97,142.02
380,08-02-2021,142.45,493387,143.1,143.84,141.92
381,05-02-2021,142.59,680127,143.82,144.52,141.95
382,04-02-2021,143.57,824146,142.66,145.4,142.3
383,03-02-2021,142.16,879399,142.28,143.1,141.02
384,02-02-2021,142.61,903148,139.13,143.11,138.61
385,01-02-2021,138.61,873357,136.53,139.07,135.5
386,29-01-2021,135.27,1122307,138.1,138.1,134.21
387,28-01-2021,139.03,979749,141.37,143.37,138.96
388,27-01-2021,141.2,1592139,140.49,143.65,137.55
389,26-01-2021,141.13,971532,142.73,143.31,140.49
390,25-01-2021,142.3,836133,140.54,142.82,139.72
391,22-01-2021,140.42,1126985,141.29,141.53,139.22
392,21-01-2021,141.4,692687,144.09,144.4,140.45
393,20-01-2021,143.67,1266978,143.38,144.3,141.5
394,19-01-2021,142.26,896293,142.21,143.0,140.24
395,15-01-2021,140.04,2754167,141.44,142.52,139.38
396,14-01-2021,142.13,959087,143.22,143.27,140.79
397,13-01-2021,142.49,1414480,142.07,143.5,142.0
398,12-01-2021,141.92,946511,140.99,142.68,140.86
399,11-01-2021,140.9,1129180,138.21,141.87,138.0
400,08-01-2021,138.81,787072,135.43,139.14,135.43
401,07-01-2021,136.8,881744,134.94,136.88,134.67
402,06-01-2021,135.4,1022769,132.35,136.49,131.92
403,05-01-2021,131.97,1101815,132.29,133.04,131.54
404,04-01-2021,132.01,1443819,133.73,133.93,130.7
405,31-12-2020,132.74,511377,130.0,132.87,129.48
406,30-12-2020,130.14,399687,129.78,130.53,129.46
